text,orig_lang
Του Μάη τη νύκτα φύλαγε τ' Αυγούστου την ημέρα,Greek
Πρέπει να το ΄χ΄ η κούτρα του,Greek
Αύριο θα ιδούμε ποιός θα ξημερώση,Greek
"Έψιμα πουλτσά, κοράκου βρώμα",Greek
Άσκοπος ο νος διπλός ο κόπος,Greek
"Λούζεις με, χτενίζεις με, ξέρω ποιά εν' η μάννα μου!",Greek
Για ούλους είν' ατέττι και για μένα καπαέττι,Greek
"Ξέρ΄ ο θεός ΄ς βρέχει, αλλά ξέρει κι΄ ο Γιάννης και παίρνει την κάππα",Greek
"Να ιδής, να πής, τ' είν' τούτο",Greek
Φτου τζαι που καναπαρκής,Greek
Όπ' ακού 'ς πουλλά κιράσια κράτα μ' κρό καλάθ,Greek
Του πουλιού ο νους στο κεχρί είναι,Greek
Θεού θέλημα είτε καλά είτε άσκημο,Greek
είμαι αδιάφορος με αναθέσεις έξυπνη λέξη νούμερο δύο είναι catch-22 τώρα είμαι σίγουρος ότι έχετε ακούσει αυτή τη λέξη πριν από το catch-22 σημαίνει μια αδύνατη κατάσταση στην οποία δεν μπορείτε να κάνετε ένα πράγμα εκτός αν έχετε κάνει το άλλο και δεν μπορείτε να κάνετε το άλλο επειδή δεν έχετε κάνει το πρώτο.,Greek
Όλοι κλαίν' τα χάλια τ'ς κι ο μυλωνάς τη δέσι,Greek
Τ' άλισμα το 'χουμι στου μύλου,Greek
Το βαθύ ποτάμι δε κάνει κρότο,Greek
"Ξένα πόνια, ξένα 'έλοια",Greek
"κάποιος είναι απασχολημένος, μπορείς πάντα να λες συγγνώμη που σε ενοχλεί και μετά μπορείς να προχωρήσεις και να ρωτήσεις.",Greek
Το καλόν τ' άλογον το γέμ' ν αθε αρτουρεύ',Greek
Η γρίνια η πουλλή είνι γουρσουζιά,Greek
Ξέρ'ς τι μύτ' σούνι!,Greek
Έκανε και η Νιάδα στάρρ,Greek
Τον έπιασε το δαιμόνιο και δεν 'ξέρει τι κάνει!,Greek
Είδα και πολλούς σπανούς μα 'ίχαν και κάπου τρίχα,Greek
Μεις οι βλάχοι όπως λάχη,Greek
"για να εκπλαγείτε τόσο υπέροχο χρησιμοποιείται για να περιγράψετε κάτι που είναι εκπληκτικά καλό, για παράδειγμα, φαίνεται υπέροχο σε αυτό το φόρεμα ή τι υπέροχη θέα από αυτό το μπαλκόνι ή διαβάζω αυτό το καταπληκτικό βιβλίο που δεν μπορώ να καταλάβω πώς πηγαίνετε και λέγω.",Greek
Εγώ με το παιδάκι μου ηύρα το χουζουράκι μου,Greek
Κάθι πράμα ςτουν κηρό τ' κι' η κουρκούτ' του χ'μώνα,Greek
Μάτια δεν έχει δάκρυα ΄πό που θα βγούνε;,Greek
"Καλά 'νιν κή τα γράμματα, μα ποιό καλή 'ν' η γνώσι",Greek
Καλύτερα θεού οργή παρά γονιού καταρά,Greek
"Νάχαμ' ένα διμάτ' τέτοιις να βάνουμε προυσκέφαλου, ημείς δεν έχουμ' ένα να βρέξουμι του μ'νι μας",Greek
Δεν με χάνει η μοναξιά σαν με χάν' η παραθάρρια,Greek
"Λιάννα, να δράμω θέλω, λε να σε δώ θέλω, παιδί μου",Greek
Άνξι πορειά,Greek
"όχι, είμαι καλός, ευχαριστώ.",Greek
"Ότα δεν έχη κανείς ν΄ αρτήση τα λάχανά του, δανείζεται κι΄ από το λύχνο",Greek
Αρνί (τ') το ήμερο βυζαίνου δυο μαννάδες,Greek
χαρούμενη μάθηση και θα σας δω σύντομα σε άλλο μάθημα.,Greek
μην ανησυχείς γι 'αυτό.,Greek
"Όσο ήμερο είν' το ζώ, τόσο το βαρυφορτώνουν",Greek
Από σιανόν ποταμόν αλάργα τα ρούχά σου,Greek
"Βαστά το όσοινίν τζαί που τες δεινό μερκές, τζαί στημ μέσημ δακκαμένον",Greek
Από το γάμον έρκομαι κι αλλοί πεινώ,Greek
Ανάψαν τα καββάδια του,Greek
Ήρθε στην ξύφαση,Greek
Της νύχτας τα καμώματα τα βλέπ' η μέρα κη γελά,Greek
Παντού οι γριές δείχννε τα γιαλιά τς,Greek
Απορριμένον κάτεργον σε καθαρόν λιμάνι,Greek
Η Θοδωρούλα 'σήκωσε κόκκινο μπαϊράκι,Greek
Γελά η Μάρω τ' Γούτσια,Greek
"Αφού ερέξαν τα πουλιά, είντα τα στήνεις τα βερκά;",Greek
"Η δκή μ' η δλειά είνι σαν του κνήϊ, βαρείς λαγό ή δε βαρείς",Greek
Σ' σού Θεού το σέριν εν,Greek
Είναι στη λάβρα του,Greek
Όποιος έχει τα γένεια ας έχη και τα χτένια,Greek
"Παίζ' ο λύκος με τ' αρνί, κακό το 'παθε τ' αρνί",Greek
ω Θεέ μου.,Greek
Θέλ' γαμπρό μι μάτια κι αυτός,Greek
Κάν' πουτέ η κατσίκα αρνί;,Greek
Λίγα λόγια και δεμένα για να τα χης κερδισμένα,Greek
Ατός όθεν 'κι σπέρ' θερίζ',Greek
Ο διάβολον δουλείαν κ΄είσεν εγάμνεν τα παιδιά,Greek
Ποιος βάζει το δάκτυλο στο μέλι και δεν το γλύφει,Greek
"Σκάς αυγό, για χύνισι;",Greek
"Φτάνει! Μα καλού κακού, βάλε δυο!",Greek
Τον πήραν η αλήθειαις απ' τα πόδια,Greek
Καί τούτο να μου το δίνης και τ' άλλο να το παίρνω,Greek
Ότ' η βρώμα και το φτυάρι,Greek
"Όταν δεν έχης, κανένας δεν σου δίνει",Greek
"Όταν γεράσ' το δεντρί, ξεράδια δεν του λείπουν",Greek
Σαν να τον έχω τς γούνας μ' μανίκ',Greek
"Ακούει σε κι' ίδρωνα, σ' είδα κι' αναπάηκα",Greek
Τη δουλειά σου και το όργο σου ψηλά,Greek
Η δουλειά δέ χρίζει μούτρα,Greek
Είσαι γέρος τζ' εφ' φελάς μόνον τα ψουμιά χαλάς,Greek
Εμείς οι βλάχοι όπως λάχει,Greek
Σιγουριά 'ς το Καρπενήσι 'ς τη λάσπη πολεμούν,Greek
Παλαμίδα σε μυρίζει ντειμεντέ να φας κολιό,Greek
Η αρρωστιά κ' η αρκοντιά γνωρίζου(ν)ται 'που τα μακρυά,Greek
"Στο 'ομάρι βάνεις, βάνεις και στη στράτα πορδοκλάνεις",Greek
"Ώστα κι' εθερίζαμε “Βασίλη, Κυρ – Βασίλη”. Τώρα που 'ποθερίσαμε “που σέδα πρε Βασίλη",Greek
Ίδρωσε στο παζάρι να μην ιδρώσης στη δουλειά σου,Greek
Στων αμαρτωλών τη χώρα το Μάη βρέχει,Greek
Δυο γαϊδάροι μάλωναν για ξένη αχερώνα,Greek
Τον πότρεχεν,Greek
"Αν δεν εμοιάζανε, δεν εσυμπεθεριάζανε",Greek
Τόβαλαν τ΄ θ΄λιά στον λιμό,Greek
Εδώ δεν ευρίσκει κανείς λογαριασμό,Greek
Όλ' έκλαιγαν τον πόνο τους κ' ο μυλωνάς τ' αυλάκι,Greek
"Τράντα χρονών λιβρόν κορίτσ' λεν ατεν παλαιγραία, κλίσκεται και χεροφιλεί, ρούζ'νε τα μασωτέρα 'τ'ς",Greek
Έπαρ' ευκή γονέωνε και στο βουνό περβάτει,Greek
για μένα κάτω από αυτό που μου λέει ποια από αυτές τις 10 λέξεις είναι το αγαπημένο σας και επίσης.,Greek
Άλλα τα μάτια του λαού κι άλλα της κουκουβάγιας,Greek
Έχ' κι' αυτός τ' αγκάθι τ'!,Greek
εσυ ΠΩΣ ΕΙΣΑΙ?,Greek
Να του κριμάχ'ς στ' αυτί τ',Greek
Που βρήκα και το γυννί ακόμα που το είχετε χωμένο πίσω απ' την πόρτα,Greek
Στον πάτο ξουρίζ'νε τον γαμπρό,Greek
"Κακό που τσ' ήρτε τση κοιλιάς, πόχει κακόν αφέντη",Greek
Του Γενάρη το λιατσάκι είναι πρίκες και φαρμάκι,Greek
"Κούρεψε τ' αυγόν, πάρε το μαλλί",Greek
Σαν έπρεπε δεν έβρεχε τον Μαν εδροσολό(γ)α,Greek
Όποιος πνίγεται από τά μαλλιά του πιάνεται,Greek
Δεν ευρίσκει η (β)ολή του μή(τ)ε η καλή μή(τ)ε η κακή του,Greek
Πουλλά καλά ΄ς  τουν έρημουν,Greek
Τα καλώς μαζεμένα πέρν' η διάβολος τα μισά· τα κακώς κι του νοικουτσίρ' μαζί,Greek
"Όσο πίν' η Μαργιωρίτσα, τόσο διπλοχαιρετάει",Greek
"Δεν το 'χω πως πεθαίνω, παρά π' ώστε ζω, μαθαίνω",Greek
"Ό,τι κάμης θα σου κάμου κι ένα παραπάνω",Greek
Τ' γάμσι του κέρατου,Greek
Βάλτι μ' κ' ιμένα ένα καρφάκο (ή σ' χρειάζετι),Greek
Θα πηδήξω μάννα μ'. Θα σε δγιώ παιδί μ',Greek
"Τριχούμινο νιρό, κοιλιά σπασμέν'",Greek
Τα λόγια σου είναι στρογγυλά σαν κουτσουπόφυλλα,Greek
Ξέρει τον άμμο της θαλάσσης,Greek
Άλλ' πέφτ'ν κι άλλ' σκώνουντι,Greek
Ο ξένος και ο πόταμος τον τόπο τους γυρεύουν,Greek
Τσ' αποκριές και των Βαγιώ μπαίνει ο Γιούδας στο γιαλό,Greek
Σ' του μολοχτού τον κώλο κάνει ο διάολος την δουλειά,Greek
Αλί στον Αλή που δεν έχει πουδάρια να π'λαλή,Greek
Άγιος να 'τανε. 'αλλο (έτσι)δεν απόμενε,Greek
Ο κ'φος τα ταιριάζ,Greek
Άψε σβύσε κόβγει ράβγει,Greek
Σκάβω λαγούμι,Greek
Στου λωλλού το στόμα επερίσειξε το γέλ(η)οιο,Greek
"Με 'δικό σου, φαε πιε, με ξένον πραμματέψου",Greek
"Εάν σε πούνε μεθυσμένο, πιάσ' το τοίχο πήγαινε",Greek
Κουκκιά έρριξες;,Greek
Άλλαξε ο Μανωλιός κι' έβαλε τα ρούχ' αλλοιώς,Greek
Ο γέρως κι' αν αντρέβγεται κ' το ρίζωμα κοντέβγεται,Greek
Πάγουσιν ου Ραμαντάτς 'ς του θέρου,Greek
"Γένικ' ακόμα ένα χρονού, έμαθα ένα καινούργιο",Greek
Νιος ένι. Άφσι τουν τσι θα παίξ'. Γέρους ένι. Πιάσ' τουν τσι θα ζέψ',Greek
Να πηγαίνη η γριά στο μύλο κι ας βογγάη,Greek
"Οπ' ακούει κόσμον, κόσμον πέρνει",Greek
Σαν γεράση η αλεπού γίνεται καλογρηά,Greek
Αντίο θα κάν'ς το δαχτυλ' σου θα μείν',Greek
"Θώργιε μάννα, έπαιρνε κόρη",Greek
Ο άνθρωπος σαν τον πάρ' η πείνα που τα μάτια δεν ξέρ τι κάμν,Greek
"Ο σάλιαγγας σα βουληθή να βγη αφ' το καυκί του, πρώτα βγάνει τα κέρατα, κ' ύστερα το κορμί του",Greek
"Άρπαξε να φας, και κλέψε ν' αποτάξης",Greek
"Το  σύνθημα της Βικειπαιδιας είναι ""η ελεύθερη εγκυκλοπαίδεια που καθένας μπορεί να επιμεληθεί"", και περιγράφεται από τον ιδρυτή της Τζίμι Γουέιλς ως ""προσπάθεια να δημιουργηθεί και να διανεμηθεί μια ελεύθερη εγκυκλοπαίδεια της υψηλότερης δυνατής ποιότητας σε κάθε μεμονωμένο πρόσωπο στον πλανήτη, στη γλώσσα του"".",Greek
Ο κόσμους τό χει τύμπανου κ' μεις κρυφό καμάρ,Greek
